Time|Temperature|Precipitation|Humidity|Wind|Datetime|Day
20190215T1900|5.9705286|0.0|75.0|11.440979|2019-02-15T19:00:00.000+01:00|2019-02-15
20190215T2000|5.1105285|0.0|76.0|10.685391|2019-02-15T20:00:00.000+01:00|2019-02-15
20190215T2100|4.7205286|0.0|70.0|10.009036|2019-02-15T21:00:00.000+01:00|2019-02-15
20190215T2200|3.6605287|0.0|70.0|9.220499|2019-02-15T22:00:00.000+01:00|2019-02-15
20190215T2300|3.7905285|0.0|67.0|8.714677|2019-02-15T23:00:00.000+01:00|2019-02-15
20190216T0000|4.5605288|0.0|59.0|8.39657|2019-02-16T00:00:00.000+01:00|2019-02-16
20190216T0100|4.1305285|0.0|58.0|9.028754|2019-02-16T01:00:00.000+01:00|2019-02-16
20190216T0200|3.4905286|0.0|59.0|8.854829|2019-02-16T02:00:00.000+01:00|2019-02-16
20190216T0300|3.5805285|0.0|58.0|8.699793|2019-02-16T03:00:00.000+01:00|2019-02-16
20190216T0400|3.6905286|0.0|57.0|8.427383|2019-02-16T04:00:00.000+01:00|2019-02-16
20190216T0500|3.6705287|0.0|54.0|8.654986|2019-02-16T05:00:00.000+01:00|2019-02-16
20190216T0600|3.6405284|0.0|53.0|8.654986|2019-02-16T06:00:00.000+01:00|2019-02-16
20190216T0700|3.8005285|0.0|53.0|9.107359|2019-02-16T07:00:00.000+01:00|2019-02-16
20190216T0800|4.5105286|0.0|51.0|8.089993|2019-02-16T08:00:00.000+01:00|2019-02-16
20190216T0900|5.4105287|0.0|55.0|7.42159|2019-02-16T09:00:00.000+01:00|2019-02-16
20190216T1000|7.8305287|0.0|58.0|5.6920996|2019-02-16T10:00:00.000+01:00|2019-02-16
20190216T1100|10.860529|0.0|56.0|3.7064266|2019-02-16T11:00:00.000+01:00|2019-02-16
20190216T1200|12.400529|0.0|52.0|2.8799999|2019-02-16T12:00:00.000+01:00|2019-02-16
20190216T1300|13.830529|0.0|41.0|2.5455842|2019-02-16T13:00:00.000+01:00|2019-02-16
20190216T1400|14.700529|0.0|39.0|4.3349743|2019-02-16T14:00:00.000+01:00|2019-02-16
20190216T1500|15.040529|0.0|40.0|6.130579|2019-02-16T15:00:00.000+01:00|2019-02-16
20190216T1600|15.000529|0.0|41.0|7.2805495|2019-02-16T16:00:00.000+01:00|2019-02-16
20190216T1700|13.810529|0.0|48.0|8.287822|2019-02-16T17:00:00.000+01:00|2019-02-16
20190216T1800|12.080529|0.0|54.0|8.225035|2019-02-16T18:00:00.000+01:00|2019-02-16
20190216T1900|10.480529|0.0|65.0|7.7879906|2019-02-16T19:00:00.000+01:00|2019-02-16
20190216T2000|9.710529|0.0|72.0|7.4128532|2019-02-16T20:00:00.000+01:00|2019-02-16
20190216T2100|9.5505295|0.0|73.0|7.10031|2019-02-16T21:00:00.000+01:00|2019-02-16
