Time|Temperature|Precipitation|Humidity|Wind|Datetime|Day
20070830T0600|12.665029|0.0|92.0|11.879999|2007-08-30T06:00:00.000+02:00|2007-08-30
20070830T0700|13.045029|0.0|89.0|11.885453|2007-08-30T07:00:00.000+02:00|2007-08-30
20070830T0800|14.375029|0.0|84.0|12.24|2007-08-30T08:00:00.000+02:00|2007-08-30
20070830T0900|15.975029|0.0|76.0|13.324863|2007-08-30T09:00:00.000+02:00|2007-08-30
20070830T1000|17.355028|0.0|70.0|14.512064|2007-08-30T10:00:00.000+02:00|2007-08-30
20070830T1100|18.385029|0.0|64.0|14.154915|2007-08-30T11:00:00.000+02:00|2007-08-30
20070830T1200|16.24503|0.0|74.0|12.413476|2007-08-30T12:00:00.000+02:00|2007-08-30
20070830T1300|17.015028|0.0|71.0|12.661564|2007-08-30T13:00:00.000+02:00|2007-08-30
20070830T1400|18.035028|0.0|68.0|12.849528|2007-08-30T14:00:00.000+02:00|2007-08-30
20070830T1500|18.495028|0.0|66.0|13.138765|2007-08-30T15:00:00.000+02:00|2007-08-30
20070830T1600|18.775028|0.0|64.0|12.7279215|2007-08-30T16:00:00.000+02:00|2007-08-30
20070830T1700|18.725029|0.0|63.0|11.212135|2007-08-30T17:00:00.000+02:00|2007-08-30
20070830T1800|17.125029|0.0|66.0|8.28|2007-08-30T18:00:00.000+02:00|2007-08-30
20070830T1900|15.295029|0.0|73.0|6.87779|2007-08-30T19:00:00.000+02:00|2007-08-30
20070830T2000|13.825029|0.0|79.0|6.519877|2007-08-30T20:00:00.000+02:00|2007-08-30
20070830T2100|12.525029|0.0|84.0|6.4799995|2007-08-30T21:00:00.000+02:00|2007-08-30
20070830T2200|11.485029|0.0|89.0|6.162207|2007-08-30T22:00:00.000+02:00|2007-08-30
20070830T2300|10.775029|0.0|91.0|4.802999|2007-08-30T23:00:00.000+02:00|2007-08-30
20070831T0000|10.555029|0.0|91.0|3.4152596|2007-08-31T00:00:00.000+02:00|2007-08-31
20070831T0100|10.055029|0.0|93.0|2.0991426|2007-08-31T01:00:00.000+02:00|2007-08-31
20070831T0200|9.555029|0.0|96.0|0.5091169|2007-08-31T02:00:00.000+02:00|2007-08-31
20070831T0300|10.435029|0.0|90.0|1.08|2007-08-31T03:00:00.000+02:00|2007-08-31
20070831T0400|9.485029|0.0|96.0|2.5455842|2007-08-31T04:00:00.000+02:00|2007-08-31
20070831T0500|9.135029|0.0|99.0|3.96|2007-08-31T05:00:00.000+02:00|2007-08-31
20070831T0600|10.905029|0.0|90.0|4.68|2007-08-31T06:00:00.000+02:00|2007-08-31
20070831T0700|14.355029|0.0|74.0|4.1046314|2007-08-31T07:00:00.000+02:00|2007-08-31
20070831T0800|16.335028|0.0|68.0|3.6|2007-08-31T08:00:00.000+02:00|2007-08-31
20070831T0900|18.065027|0.0|62.0|3.96|2007-08-31T09:00:00.000+02:00|2007-08-31
20070831T1000|19.215029|0.0|58.0|6.0347|2007-08-31T10:00:00.000+02:00|2007-08-31
20070831T1100|20.105028|0.0|58.0|7.8954163|2007-08-31T11:00:00.000+02:00|2007-08-31
20070831T1200|20.465029|0.0|57.0|8.373386|2007-08-31T12:00:00.000+02:00|2007-08-31
20070831T1300|20.935028|0.0|58.0|9.826088|2007-08-31T13:00:00.000+02:00|2007-08-31
20070831T1400|20.995028|0.0|60.0|9.885262|2007-08-31T14:00:00.000+02:00|2007-08-31
20070831T1500|20.905027|0.0|61.0|10.009036|2007-08-31T15:00:00.000+02:00|2007-08-31
20070831T1600|19.635029|0.0|65.0|9.673221|2007-08-31T16:00:00.000+02:00|2007-08-31
20070831T1700|19.615028|0.0|66.0|9.220499|2007-08-31T17:00:00.000+02:00|2007-08-31
20070831T1800|18.445028|0.0|70.0|7.5942082|2007-08-31T18:00:00.000+02:00|2007-08-31
20070831T1900|17.475029|0.0|74.0|6.0347|2007-08-31T19:00:00.000+02:00|2007-08-31
20070831T2000|17.195028|0.0|75.0|5.771239|2007-08-31T20:00:00.000+02:00|2007-08-31
20070831T2100|16.885029|0.0|77.0|5.937272|2007-08-31T21:00:00.000+02:00|2007-08-31
20070831T2200|16.56503|0.0|78.0|6.763786|2007-08-31T22:00:00.000+02:00|2007-08-31
20070831T2300|16.385029|0.0|79.0|6.9247384|2007-08-31T23:00:00.000+02:00|2007-08-31
20070901T0000|16.06503|0.0|80.0|7.24486|2007-09-01T00:00:00.000+02:00|2007-09-01
20070901T0100|15.7050295|0.0|82.0|6.9527545|2007-09-01T01:00:00.000+02:00|2007-09-01
20070901T0200|15.495029|0.0|84.0|6.9527545|2007-09-01T02:00:00.000+02:00|2007-09-01
20070901T0300|15.405029|0.0|85.0|7.289444|2007-09-01T03:00:00.000+02:00|2007-09-01
20070901T0400|15.275029|0.0|86.0|7.42159|2007-09-01T04:00:00.000+02:00|2007-09-01
20070901T0500|15.315029|0.0|84.0|7.9036193|2007-09-01T05:00:00.000+02:00|2007-09-01
20070901T0600|15.875029|0.0|81.0|9.659814|2007-09-01T06:00:00.000+02:00|2007-09-01
20070901T0700|16.335028|0.0|78.0|10.787993|2007-09-01T07:00:00.000+02:00|2007-09-01
20070901T0800|16.605028|0.0|77.0|10.787993|2007-09-01T08:00:00.000+02:00|2007-09-01
20070901T0900|16.215029|0.0|80.0|10.495713|2007-09-01T09:00:00.000+02:00|2007-09-01
20070901T1000|15.905029|0.3|86.0|9.793058|2007-09-01T10:00:00.000+02:00|2007-09-01
20070901T1100|15.805029|0.3|88.0|10.182337|2007-09-01T11:00:00.000+02:00|2007-09-01
20070901T1200|18.095028|0.0|69.0|8.759178|2007-09-01T12:00:00.000+02:00|2007-09-01
20070901T1300|18.265028|0.0|69.0|9.178235|2007-09-01T13:00:00.000+02:00|2007-09-01
20070901T1400|18.265028|0.0|70.0|8.654986|2007-09-01T14:00:00.000+02:00|2007-09-01
20070901T1500|18.145027|0.0|70.0|7.8625183|2007-09-01T15:00:00.000+02:00|2007-09-01
20070901T1600|17.945028|0.0|71.0|6.830519|2007-09-01T16:00:00.000+02:00|2007-09-01
20070901T1700|17.975029|0.0|71.0|5.6920996|2007-09-01T17:00:00.000+02:00|2007-09-01
20070901T1800|16.955029|0.0|76.0|4.1046314|2007-09-01T18:00:00.000+02:00|2007-09-01
20070901T1900|16.715029|0.0|76.0|2.2768397|2007-09-01T19:00:00.000+02:00|2007-09-01
20070901T2000|16.56503|0.0|77.0|1.08|2007-09-01T20:00:00.000+02:00|2007-09-01
20070901T2100|15.285029|0.0|82.0|1.2979984|2007-09-01T21:00:00.000+02:00|2007-09-01
20070901T2200|14.575029|0.0|86.0|2.16|2007-09-01T22:00:00.000+02:00|2007-09-01
20070901T2300|13.775029|0.0|91.0|2.52|2007-09-01T23:00:00.000+02:00|2007-09-01
20070902T0000|13.065029|0.0|95.0|3.6179552|2007-09-02T00:00:00.000+02:00|2007-09-02
20070902T0100|12.305029|0.0|99.0|3.671294|2007-09-02T01:00:00.000+02:00|2007-09-02
20070902T0200|11.755029|0.0|100.0|4.379589|2007-09-02T02:00:00.000+02:00|2007-09-02
20070902T0300|11.775029|0.0|97.0|4.379589|2007-09-02T03:00:00.000+02:00|2007-09-02
20070902T0400|11.605029|0.0|97.0|4.73506|2007-09-02T04:00:00.000+02:00|2007-09-02
20070902T0500|11.285029|0.0|97.0|4.802999|2007-09-02T05:00:00.000+02:00|2007-09-02
20070902T0600|11.855029|0.0|95.0|4.802999|2007-09-02T06:00:00.000+02:00|2007-09-02
20070902T0700|13.2050295|0.0|91.0|4.73506|2007-09-02T07:00:00.000+02:00|2007-09-02
20070902T0800|15.415029|0.0|85.0|3.6179552|2007-09-02T08:00:00.000+02:00|2007-09-02
20070902T0900|16.605028|0.0|81.0|1.835647|2007-09-02T09:00:00.000+02:00|2007-09-02
20070902T1000|18.865028|0.0|71.0|1.4399999|2007-09-02T10:00:00.000+02:00|2007-09-02
20070902T1100|19.945028|0.0|65.0|2.5455842|2007-09-02T11:00:00.000+02:00|2007-09-02
20070902T1200|21.395027|0.0|56.0|5.1544156|2007-09-02T12:00:00.000+02:00|2007-09-02
20070902T1300|21.795029|0.0|54.0|5.3517847|2007-09-02T13:00:00.000+02:00|2007-09-02
20070902T1400|21.805029|0.0|53.0|5.495161|2007-09-02T14:00:00.000+02:00|2007-09-02
20070902T1500|21.365028|0.0|55.0|5.1165614|2007-09-02T15:00:00.000+02:00|2007-09-02
20070902T1600|21.275028|0.0|55.0|4.6102495|2007-09-02T16:00:00.000+02:00|2007-09-02
20070902T1700|20.655027|0.0|59.0|4.0249224|2007-09-02T17:00:00.000+02:00|2007-09-02
20070902T1800|19.205029|0.0|62.0|2.4149535|2007-09-02T18:00:00.000+02:00|2007-09-02
20070902T1900|17.785028|0.0|68.0|1.609969|2007-09-02T19:00:00.000+02:00|2007-09-02
20070902T2000|18.475029|0.0|66.0|3.7064266|2007-09-02T20:00:00.000+02:00|2007-09-02
20070902T2100|17.995028|0.0|70.0|5.634891|2007-09-02T21:00:00.000+02:00|2007-09-02
20070902T2200|17.255028|0.0|73.0|6.9247384|2007-09-02T22:00:00.000+02:00|2007-09-02
20070902T2300|15.295029|0.0|81.0|7.491114|2007-09-02T23:00:00.000+02:00|2007-09-02
20070903T0000|14.005029|0.0|88.0|7.7043357|2007-09-03T00:00:00.000+02:00|2007-09-03
20070903T0100|13.025029|0.0|91.0|7.653705|2007-09-03T01:00:00.000+02:00|2007-09-03
20070903T0200|12.215029|0.0|89.0|7.928177|2007-09-03T02:00:00.000+02:00|2007-09-03
20070903T0300|11.505029|0.0|89.0|7.9036193|2007-09-03T03:00:00.000+02:00|2007-09-03
20070903T0400|10.925029|0.0|90.0|8.373386|2007-09-03T04:00:00.000+02:00|2007-09-03
20070903T0500|10.225029|0.0|90.0|8.534353|2007-09-03T05:00:00.000+02:00|2007-09-03
20070903T0600|12.425029|0.0|88.0|7.491114|2007-09-03T06:00:00.000+02:00|2007-09-03
20070903T0700|16.545029|0.0|79.0|10.383987|2007-09-03T07:00:00.000+02:00|2007-09-03
20070903T0800|17.32503|0.0|74.0|16.73516|2007-09-03T08:00:00.000+02:00|2007-09-03
20070903T0900|17.785028|0.0|74.0|20.523157|2007-09-03T09:00:00.000+02:00|2007-09-03
20070903T1000|19.175028|0.0|68.0|23.73271|2007-09-03T10:00:00.000+02:00|2007-09-03
20070903T1100|18.425028|0.0|69.0|24.251284|2007-09-03T11:00:00.000+02:00|2007-09-03
20070903T1200|17.755028|0.0|70.0|25.277023|2007-09-03T12:00:00.000+02:00|2007-09-03
20070903T1300|16.615028|0.1|79.0|22.608458|2007-09-03T13:00:00.000+02:00|2007-09-03
20070903T1400|15.525029|1.0|90.0|19.559633|2007-09-03T14:00:00.000+02:00|2007-09-03
20070903T1500|14.895029|2.8|95.0|17.373497|2007-09-03T15:00:00.000+02:00|2007-09-03
20070903T1600|14.7050295|3.6|95.0|14.440443|2007-09-03T16:00:00.000+02:00|2007-09-03
20070903T1700|14.575029|2.5|95.0|12.959999|2007-09-03T17:00:00.000+02:00|2007-09-03
20070903T1800|14.435029|1.0|96.0|11.013882|2007-09-03T18:00:00.000+02:00|2007-09-03
20070903T1900|14.225029|0.8|96.0|10.00256|2007-09-03T19:00:00.000+02:00|2007-09-03
20070903T2000|13.995029|0.5|96.0|10.97262|2007-09-03T20:00:00.000+02:00|2007-09-03
20070903T2100|13.575029|0.5|95.0|11.609651|2007-09-03T21:00:00.000+02:00|2007-09-03
20070903T2200|12.905029|0.3|92.0|10.464797|2007-09-03T22:00:00.000+02:00|2007-09-03
20070903T2300|12.215029|0.0|90.0|8.534353|2007-09-03T23:00:00.000+02:00|2007-09-03
20070904T0000|11.105029|0.0|90.0|6.489992|2007-09-04T00:00:00.000+02:00|2007-09-04
20070904T0100|11.405029|0.0|92.0|5.6233797|2007-09-04T01:00:00.000+02:00|2007-09-04
20070904T0200|11.155029|0.0|89.0|6.1305785|2007-09-04T02:00:00.000+02:00|2007-09-04
20070904T0300|10.775029|0.0|88.0|6.1305785|2007-09-04T03:00:00.000+02:00|2007-09-04
20070904T0400|10.555029|0.0|88.0|6.3690495|2007-09-04T04:00:00.000+02:00|2007-09-04
20070904T0500|10.005029|0.0|91.0|6.4096174|2007-09-04T05:00:00.000+02:00|2007-09-04
20070904T0600|10.525029|0.0|86.0|7.9036193|2007-09-04T06:00:00.000+02:00|2007-09-04
20070904T0700|10.7050295|0.0|85.0|7.8954163|2007-09-04T07:00:00.000+02:00|2007-09-04
20070904T0800|10.985029|0.0|83.0|8.225035|2007-09-04T08:00:00.000+02:00|2007-09-04
20070904T0900|11.345029|0.1|80.0|9.227524|2007-09-04T09:00:00.000+02:00|2007-09-04
20070904T1000|12.075029|0.2|77.0|9.793058|2007-09-04T10:00:00.000+02:00|2007-09-04
20070904T1100|12.105029|0.0|73.0|9.904906|2007-09-04T11:00:00.000+02:00|2007-09-04
20070904T1200|13.225029|0.0|70.0|12.7279215|2007-09-04T12:00:00.000+02:00|2007-09-04
20070904T1300|13.485029|0.1|65.0|14.24163|2007-09-04T13:00:00.000+02:00|2007-09-04
20070904T1400|14.325029|0.0|58.0|15.281989|2007-09-04T14:00:00.000+02:00|2007-09-04
20070904T1500|14.275029|0.0|56.0|14.332341|2007-09-04T15:00:00.000+02:00|2007-09-04
20070904T1600|13.375029|0.0|56.0|12.7279215|2007-09-04T16:00:00.000+02:00|2007-09-04
20070904T1700|12.855029|0.0|57.0|11.252519|2007-09-04T17:00:00.000+02:00|2007-09-04
20070904T1800|10.765029|0.0|64.0|8.311245|2007-09-04T18:00:00.000+02:00|2007-09-04
20070904T1900|10.815029|0.0|65.0|5.3999996|2007-09-04T19:00:00.000+02:00|2007-09-04
20070904T2000|10.855029|0.0|65.0|3.96|2007-09-04T20:00:00.000+02:00|2007-09-04
20070904T2100|10.525029|0.0|66.0|2.16|2007-09-04T21:00:00.000+02:00|2007-09-04
20070904T2200|9.465029|0.0|71.0|0.71999997|2007-09-04T22:00:00.000+02:00|2007-09-04
20070904T2300|8.395029|0.0|77.0|0.35999998|2007-09-04T23:00:00.000+02:00|2007-09-04
20070905T0000|7.5850286|0.0|82.0|0.0|2007-09-05T00:00:00.000+02:00|2007-09-05
20070905T0100|6.935029|0.0|86.0|0.71999997|2007-09-05T01:00:00.000+02:00|2007-09-05
20070905T0200|6.4950285|0.0|89.0|0.35999998|2007-09-05T02:00:00.000+02:00|2007-09-05
20070905T0300|6.015029|0.0|93.0|0.35999998|2007-09-05T03:00:00.000+02:00|2007-09-05
20070905T0400|5.3750286|0.0|97.0|0.5091169|2007-09-05T04:00:00.000+02:00|2007-09-05
20070905T0500|5.0450287|0.0|99.0|1.08|2007-09-05T05:00:00.000+02:00|2007-09-05
20070905T0600|7.2450285|0.0|88.0|3.6|2007-09-05T06:00:00.000+02:00|2007-09-05
20070905T0700|10.535029|0.0|74.0|7.208994|2007-09-05T07:00:00.000+02:00|2007-09-05
