Time|Temperature|Precipitation|Humidity|Wind|Datetime|Day
19851129T0500|0.34502876|0.0|97.0|7.8954163|1985-11-29T05:00:00.000+01:00|1985-11-29
19851129T0600|0.3050288|0.0|98.0|7.771331|1985-11-29T06:00:00.000+01:00|1985-11-29
19851129T0700|0.3050288|0.0|98.0|8.311245|1985-11-29T07:00:00.000+01:00|1985-11-29
19851129T0800|1.0150288|0.0|94.0|10.086427|1985-11-29T08:00:00.000+01:00|1985-11-29
19851129T0900|1.4650288|0.0|93.0|11.212135|1985-11-29T09:00:00.000+01:00|1985-11-29
19851129T1000|1.8750288|0.0|92.0|11.609651|1985-11-29T10:00:00.000+01:00|1985-11-29
19851129T1100|2.6450288|0.0|89.0|11.659777|1985-11-29T11:00:00.000+01:00|1985-11-29
19851129T1200|3.2050288|0.0|88.0|11.252519|1985-11-29T12:00:00.000+01:00|1985-11-29
19851129T1300|3.7150288|0.0|86.0|10.853866|1985-11-29T13:00:00.000+01:00|1985-11-29
19851129T1400|4.065029|0.0|86.0|10.446206|1985-11-29T14:00:00.000+01:00|1985-11-29
19851129T1500|4.2350287|0.0|88.0|9.779817|1985-11-29T15:00:00.000+01:00|1985-11-29
19851129T1600|3.585029|0.0|97.0|8.699793|1985-11-29T16:00:00.000+01:00|1985-11-29
19851129T1700|3.565029|0.0|98.0|8.209263|1985-11-29T17:00:00.000+01:00|1985-11-29
19851129T1800|2.7150288|0.1|100.0|14.081478|1985-11-29T18:00:00.000+01:00|1985-11-29
19851129T1900|2.8750288|0.0|100.0|13.441071|1985-11-29T19:00:00.000+01:00|1985-11-29
19851129T2000|2.9550288|0.0|100.0|12.371645|1985-11-29T20:00:00.000+01:00|1985-11-29
19851129T2100|3.1150289|0.0|100.0|10.805999|1985-11-29T21:00:00.000+01:00|1985-11-29
19851129T2200|3.055029|0.0|100.0|10.594036|1985-11-29T22:00:00.000+01:00|1985-11-29
19851129T2300|2.9650288|0.0|100.0|11.609651|1985-11-29T23:00:00.000+01:00|1985-11-29
19851130T0000|2.8650289|0.0|100.0|11.570515|1985-11-30T00:00:00.000+01:00|1985-11-30
19851130T0100|2.7150288|0.0|99.0|11.609651|1985-11-30T01:00:00.000+01:00|1985-11-30
19851130T0200|2.6450288|0.0|100.0|11.720751|1985-11-30T02:00:00.000+01:00|1985-11-30
