Day|MaxT|MinT|AvgT|MaxWind|AvgWind|MaxRain|MinRain|AvgRain|MaxHU|MinHU|AvgHU
1999-10-17|13.845029|1.2950288|6.600862195094426|13.661038|8.890816191832224|0.0|0.0|0.0|99.0|57.0|77.70833333333333
1999-10-18|12.865029|-2.3049712|4.7425288408994675|16.923828|10.542880574862162|0.0|0.0|0.0|97.0|50.0|75.20833333333333
1999-10-19|13.925029|0.35502875|6.855445561309655|9.904906|6.418929994106293|1.0|0.0|0.14999999975164732|97.0|53.0|77.54166666666667
1999-10-20|13.425029|5.0850286|10.07002886136373|11.384199|8.114570518334707|0.8|0.0|0.10833333556850751|97.0|65.0|82.58333333333333
1999-10-21|17.945028|8.735029|12.769612193107605|19.64558|8.289781550566355|0.0|0.0|0.0|89.0|49.0|73.45833333333333
1999-10-22|18.265028|5.5450287|12.487945556640625|7.9036193|5.948661087701718|0.1|0.0|0.004166666728754838|91.0|57.0|76.5
1999-10-23|14.425029|7.2850285|11.395862340927124|11.592895|8.710192581017813|2.8|0.0|0.46250000316649675|98.0|72.0|89.5
1999-10-24|15.535029|2.5250287|10.425445646047592|10.948973|6.535430379211903|3.6|0.0|0.28749999683350325|98.0|65.0|83.33333333333333
1999-10-25|13.435029|11.105029|12.050445715586344|9.511088|6.6833839019139605|5.5|0.0|1.6499999988203247|98.0|91.0|95.79166666666667
1999-10-26|18.185028|9.435029|12.6912788550059|15.042659|9.096661845842997|0.0|0.0|0.0|98.0|55.0|83.41666666666667
1999-10-27|17.985027|6.3650284|11.733362078666687|6.8399997|4.971080092092355|0.0|0.0|0.0|100.0|53.0|80.25
1999-10-28|23.055029|5.7850285|14.91377854347229|8.350138|6.137012789646785|0.0|0.0|0.0|99.0|47.0|77.25
1999-10-29|24.545029|14.315029|18.232945322990417|6.6087217|4.541583289702733|0.0|0.0|0.0|100.0|62.0|84.125
1999-10-30|24.765028|12.725029|18.283778468767803|15.856354|8.442071417967478|1.2|0.0|0.10416666883975267|94.0|40.0|73.16666666666667
1999-10-31|15.535029|6.345029|12.084612290064493|21.9718|13.119942327340445|0.6|0.0|0.05000000105549892|92.0|61.0|78.0
1999-11-01|20.065027|2.9150288|11.71419527133306|11.879999|9.03187515338262|0.0|0.0|0.0|97.0|55.0|78.625
1999-11-02|14.885029|12.2050295|13.527945756912231|12.879752|6.830212915937106|2.3|0.0|1.0374999847263098|98.0|85.0|93.70833333333333
