Day|MaxT|MinT|AvgT|MaxWind|AvgWind|MaxRain|MinRain|AvgRain|MaxHU|MinHU|AvgHU
1995-10-11|24.555029|13.645029|18.753778378168743|5.4833565|3.3213767409324646|0.0|0.0|0.0|100.0|57.0|79.83333333333333
1995-10-12|23.645027|12.715029|17.707528392473858|5.8048253|3.6525538439551988|0.0|0.0|0.0|99.0|55.0|81.625
1995-10-13|22.605028|12.785029|17.010028560956318|6.0347|3.9547805674374104|0.0|0.0|0.0|100.0|56.0|82.16666666666667
1995-10-14|22.285028|10.695029|16.127111951510113|7.289444|4.710669939716657|0.0|0.0|0.0|98.0|52.0|77.625
1995-10-15|21.175028|9.765029|15.854611913363138|8.435069|5.9284928639729815|0.1|0.0|0.004166666728754838|100.0|56.0|78.83333333333333
1995-10-16|20.935028|11.015029|15.517111937204996|13.104198|7.0648759206136065|0.0|0.0|0.0|100.0|60.0|86.125
1995-10-17|24.055029|10.875029|15.873778700828552|8.089993|6.72781503200531|0.0|0.0|0.0|100.0|53.0|82.375
1995-10-18|22.605028|8.825028|15.25836193561554|10.805999|7.454844047625859|0.0|0.0|0.0|98.0|53.0|83.91666666666667
1995-10-19|23.315027|12.725029|15.995862205823263|6.618519|3.299356838067373|0.0|0.0|0.0|100.0|57.0|85.41666666666667
1995-10-20|14.695029|10.115029|12.342529058456421|12.181624|6.2585411965847015|0.0|0.0|0.0|94.0|67.0|79.41666666666667
1995-10-21|13.315029|4.8350286|9.311278899510702|29.882166|15.304879824320475|0.0|0.0|0.0|100.0|70.0|84.95833333333333
1995-10-22|17.215029|4.765029|9.9062788883845|10.24578|6.662805100282033|0.0|0.0|0.0|100.0|52.0|80.54166666666667
1995-10-23|21.045029|5.365029|12.158361891905466|10.587918|7.948889454205831|0.0|0.0|0.0|100.0|46.0|78.20833333333333
1995-10-24|20.485027|5.175029|11.315028627713522|11.298495|7.771587133407593|0.0|0.0|0.0|97.0|44.0|75.58333333333333
1995-10-25|19.405027|0.5450288|11.21794535468022|14.186923|9.714751263459524|0.0|0.0|0.0|99.0|40.0|72.33333333333333
1995-10-26|21.255028|9.275029|14.97794528802236|10.587918|8.439410527547201|0.0|0.0|0.0|100.0|55.0|82.5
1995-10-27|20.505028|10.305029|14.551278710365295|21.746502|13.491338888804117|0.1|0.0|0.004166666728754838|100.0|55.0|86.66666666666667
1995-10-28|18.885029|12.225029|15.37919533252716|10.538843|7.8030485808849335|0.2|0.0|0.012500000186264515|99.0|61.0|82.83333333333333
1995-10-29|21.175028|11.325029|15.10211189587911|21.461555|10.877845068772634|0.2|0.0|0.033333333830038704|100.0|53.0|83.95833333333333
1995-10-30|15.875029|11.815029|13.325862328211466|8.557102|6.059632569551468|0.9|0.0|0.24583333482344946|100.0|86.0|96.33333333333333
1995-10-31|15.035029|10.805029|12.346695701281229|7.42159|5.302348658442497|0.0|0.0|0.0|100.0|77.0|93.70833333333333
1995-11-01|17.055029|9.005029|11.778778990109762|22.206486|8.115463803211847|1.4|0.0|0.1958333309739828|98.0|61.0|85.5
1995-11-02|8.975029|3.6950288|6.0075287620226545|15.2947035|12.077814300855001|0.9|0.0|0.054166665921608605|97.0|61.0|80.16666666666667
1995-11-03|7.435029|3.9850287|5.809195498625438|46.812458|31.427436510721844|0.8|0.0|0.2875000036632021|98.0|86.0|93.16666666666667
1995-11-04|3.1250288|-3.724971|0.4766954531272252|18.175545|13.358151833216349|0.0|0.0|0.0|98.0|58.0|76.41666666666667
1995-11-05|1.7250288|-3.9049714|-0.9949712008237839|29.495842|16.857315103212994|0.0|0.0|0.0|100.0|60.0|79.83333333333333
1995-11-06|5.985029|-3.494971|0.884195514023304|9.605998|5.938657267640035|0.0|0.0|0.0|98.0|47.0|70.83333333333333
1995-11-07|12.035029|-0.9849713|5.041278854012489|9.178235|5.501199354728063|0.0|0.0|0.0|84.0|35.0|58.333333333333336
