Date|MaxT|MinT|AvgT|MaxWind|AvgWind|MaxRain|MinRain|AvgRain|MaxHU|MinHU|AvgHU|Year|Month|ExtremeDay
2005-04-09|6.515029|0.045028806|4.335862|21.129883|12.3657255|0.6|0.0|0.175|95.0|74.0|83.666664|2005|4|0.0
2005-04-10|8.965029|-1.4549713|4.041279|16.434305|8.071992|0.0|0.0|0.0|94.0|61.0|77.25|2005|4|0.0
2005-04-11|12.595029|0.7450288|7.2121124|33.89549|19.093|0.0|0.0|0.0|98.0|57.0|77.75|2005|4|0.0
2005-04-12|12.835029|1.4850287|8.285862|17.22742|10.356336|0.6|0.0|0.14166667|98.0|66.0|87.583336|2005|4|0.0
2005-04-13|14.225029|8.085029|11.081696|7.69592|4.77665|0.2|0.0|0.041666668|98.0|57.0|77.166664|2005|4|0.0
2005-04-14|17.14503|4.2750287|11.495445|9.585739|7.187115|0.0|0.0|0.0|100.0|53.0|71.875|2005|4|0.0
2005-04-15|16.255028|6.055029|10.822112|16.039202|9.742839|0.2|0.0|0.020833334|94.0|57.0|79.166664|2005|4|0.0
2005-04-16|12.9550295|8.405028|10.343779|13.138765|8.475314|5.3|0.0|0.7583333|97.0|81.0|92.125|2005|4|1.0
2005-04-17|9.295029|4.5050287|6.5825286|15.379206|13.053727|4.6|0.0|1.175|97.0|86.0|92.375|2005|4|1.0
2005-04-18|14.485029|4.615029|9.737529|11.874544|6.5864935|0.4|0.0|0.041666668|95.0|70.0|84.291664|2005|4|0.0
2005-04-19|11.025029|7.435029|9.518362|24.503809|15.194864|1.5|0.0|0.45833334|97.0|74.0|85.5|2005|4|0.0
2005-04-20|10.395029|7.7450285|8.668363|19.721298|13.119515|0.9|0.0|0.375|97.0|83.0|89.708336|2005|4|0.0
2005-04-21|11.165029|3.8950288|8.185863|12.599998|8.4910755|0.1|0.0|0.004166667|97.0|62.0|82.791664|2005|4|0.0
2005-04-22|14.995029|0.7550288|8.535862|7.2|5.083728|0.0|0.0|0.0|100.0|47.0|69.25|2005|4|0.0
2005-04-23|15.925029|4.7850285|11.544195|11.525623|7.770461|1.3|0.0|0.3125|98.0|71.0|80.416664|2005|4|0.0
2005-04-24|13.945029|10.915029|12.3804455|9.686609|6.727789|1.9|0.0|0.4|98.0|87.0|93.166664|2005|4|0.0
2005-04-25|13.895029|5.815029|10.7883625|30.599998|16.10214|2.1|0.0|0.37916666|98.0|63.0|86.666664|2005|4|1.0
2005-04-26|15.125029|4.315029|10.841696|15.315873|11.792044|0.0|0.0|0.0|97.0|65.0|79.625|2005|4|0.0
2005-04-27|15.475029|9.785029|12.272529|15.328561|9.331536|0.9|0.0|0.2|95.0|71.0|83.083336|2005|4|0.0
2005-04-28|19.635029|7.9050283|14.347528|8.854829|5.402154|0.1|0.0|0.008333334|100.0|56.0|76.0|2005|4|0.0
2005-04-29|23.635029|13.265029|18.943361|14.003029|6.270717|0.1|0.0|0.004166667|88.0|43.0|67.541664|2005|4|0.0
2005-04-30|25.025028|12.625029|19.463362|7.5942073|3.7375224|0.0|0.0|0.0|100.0|48.0|71.583336|2005|4|0.0
2005-05-01|26.675028|12.9550295|20.809612|13.513193|8.19028|0.0|0.0|0.0|94.0|42.0|66.875|2005|5|0.0
2005-05-02|26.745028|13.635029|20.901695|22.728518|11.3091955|0.0|0.0|0.0|88.0|42.0|65.416664|2005|5|0.0
2005-05-03|19.545029|12.165029|15.565029|23.803596|13.582058|2.2|0.0|0.875|97.0|72.0|88.666664|2005|5|1.0
2005-05-04|14.225029|8.225029|11.330446|19.64558|14.862809|0.4|0.0|0.09166667|96.0|78.0|87.458336|2005|5|0.0
2005-05-05|12.515029|9.355029|10.929612|12.413477|8.080258|1.0|0.0|0.225|97.0|79.0|86.708336|2005|5|0.0
2005-05-06|11.675029|8.265029|9.949196|25.60053|17.181238|0.9|0.0|0.20833333|98.0|71.0|86.625|2005|5|0.0
2005-05-07|12.055029|6.6250286|9.574196|36.54665|21.761585|1.1|0.0|0.44583333|93.0|84.0|89.0|2005|5|0.0
2005-05-08|13.2050295|5.925029|8.4950285|21.986542|15.229402|0.7|0.0|0.13333334|94.0|49.0|76.333336|2005|5|0.0
2005-05-09|12.715029|5.4450293|8.549612|12.7279215|7.524027|0.3|0.0|0.079166666|97.0|54.0|73.958336|2005|5|0.0
2005-05-10|12.885029|3.7250288|8.198362|16.516901|8.657154|0.3|0.0|0.041666668|95.0|52.0|73.791664|2005|5|0.0
2005-05-11|15.195029|2.0250287|8.821695|20.466246|11.665283|0.0|0.0|0.0|100.0|52.0|75.083336|2005|5|0.0
2005-05-12|18.185028|-0.9549713|10.548779|21.129885|13.663516|0.0|0.0|0.0|96.0|54.0|74.166664|2005|5|0.0
2005-05-13|19.425028|8.985029|14.580445|9.605998|6.6401324|0.4|0.0|0.06666667|98.0|67.0|81.125|2005|5|0.0
2005-05-14|16.335028|12.115029|13.923363|33.00436|15.60099|3.3|0.0|0.575|97.0|83.0|90.125|2005|5|1.0
2005-05-15|15.325029|10.985029|13.259612|23.83624|13.067078|0.3|0.0|0.041666668|88.0|70.0|79.041664|2005|5|0.0
2005-05-16|17.115028|8.235029|12.560863|7.42159|4.1457453|1.2|0.0|0.15833333|100.0|65.0|84.833336|2005|5|0.0
2005-05-17|15.085029|10.125029|12.533362|10.182337|7.7042956|0.1|0.0|0.008333334|92.0|67.0|80.625|2005|5|0.0
2005-05-18|12.765029|8.985029|10.549612|11.609651|8.68453|0.2|0.0|0.054166667|97.0|68.0|84.041664|2005|5|0.0
2005-05-19|17.225029|8.315029|12.234612|6.638072|4.0617514|0.0|0.0|0.0|92.0|57.0|75.166664|2005|5|0.0
2005-05-20|24.115028|6.1550283|16.909613|8.78872|7.23597|0.0|0.0|0.0|100.0|50.0|73.625|2005|5|0.0
2005-05-21|23.135029|13.575029|19.091278|8.287822|4.6060977|1.5|0.0|0.125|96.0|60.0|79.375|2005|5|0.0
2005-05-22|19.695028|14.975029|17.615028|23.535301|7.222205|1.0|0.0|0.23333333|98.0|66.0|83.791664|2005|5|0.0
2005-05-23|14.585029|9.985029|12.5383625|15.077082|9.249045|3.4|0.0|0.9375|98.0|79.0|88.541664|2005|5|1.0
2005-05-24|19.645027|6.965029|14.275445|6.297428|3.9111435|0.0|0.0|0.0|100.0|54.0|74.916664|2005|5|0.0
2005-05-25|24.195028|8.205029|17.730446|10.365251|6.501507|0.0|0.0|0.0|100.0|52.0|74.458336|2005|5|0.0
2005-05-26|27.385029|13.305029|21.433779|6.12|3.821589|0.0|0.0|0.0|100.0|49.0|72.75|2005|5|0.0
2005-05-27|28.945028|15.405029|23.152945|6.3690495|4.9694324|0.0|0.0|0.0|100.0|49.0|72.708336|2005|5|0.0
2005-05-28|28.155027|17.675028|23.990028|12.181625|5.810118|0.0|0.0|0.0|94.0|53.0|70.625|2005|5|0.0
2005-05-29|27.545029|18.395027|23.545444|6.151683|2.7133892|0.3|0.0|0.0125|92.0|55.0|73.375|2005|5|0.0
2005-05-30|24.275028|12.195029|17.884611|21.707731|14.667369|1.1|0.0|0.13333334|93.0|62.0|82.291664|2005|5|0.0
2005-05-31|17.515028|10.355029|13.734196|9.746631|6.4826674|0.0|0.0|0.0|84.0|62.0|74.583336|2005|5|0.0
2005-06-01|16.875029|9.215029|14.117529|9.47012|5.7500715|0.0|0.0|0.0|100.0|63.0|75.083336|2005|6|0.0
2005-06-02|23.125029|8.865028|16.843363|8.766573|4.6212444|0.0|0.0|0.0|100.0|49.0|72.333336|2005|6|0.0
2005-06-03|27.935028|10.435029|20.271278|22.366402|12.375665|3.7|0.0|0.28333333|100.0|42.0|71.333336|2005|6|1.0
2005-06-04|19.685028|11.475029|16.530863|22.19773|14.128837|0.4|0.0|0.016666668|95.0|50.0|74.666664|2005|6|0.0
2005-06-05|19.115028|11.665029|14.716696|20.833395|12.411961|0.9|0.0|0.1|92.0|57.0|74.25|2005|6|0.0
2005-06-06|16.865028|12.325029|14.935029|10.8955765|5.8410034|1.3|0.0|0.65|98.0|74.0|85.583336|2005|6|0.0
2005-06-07|16.215029|3.6550288|12.050446|17.811815|12.266501|1.1|0.0|0.0875|98.0|47.0|74.916664|2005|6|0.0
2005-06-08|16.99503|2.7450287|11.780445|22.473343|14.49948|0.0|0.0|0.0|84.0|49.0|64.291664|2005|6|0.0
2005-06-09|17.40503|6.7550287|12.768362|23.166218|13.157593|0.0|0.0|0.0|84.0|48.0|64.083336|2005|6|0.0
2005-06-10|18.245028|3.325029|13.441695|9.726665|5.9852734|0.0|0.0|0.0|100.0|49.0|66.333336|2005|6|0.0
2005-06-11|16.82503|10.225029|14.691695|10.805998|6.165151|0.0|0.0|0.0|84.0|61.0|70.458336|2005|6|0.0
2005-06-12|20.505028|9.825029|16.138363|12.245293|6.4529624|0.0|0.0|0.0|96.0|58.0|71.916664|2005|6|0.0
2005-06-13|23.425028|12.145029|18.917528|24.33664|14.303825|0.1|0.0|0.004166667|92.0|53.0|70.875|2005|6|0.0
